GENERATION 1
278 // [[0, 0, 0, 5], [1, 0, 0, -3], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 5, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
47 // [[0, 6, 2, 4], [0, 0, 4, 2], [0, 6, 5, -4], [0, 3, 0, 6], [1, 3, 0, 2], [0, 1, 4, 0], [0, 6, 0, 3], [0, 0, 4, -5], [1, 4, 1, 4], [0, 3, 0, 1], [0, 1, 2, -3], [1, 0, 1, 6], [0, 4, 0, -4], [1, 2, 0, -4], [1, 0, 0, 0], [0, 3, 5, 6], [0, 0, 0, -5], [1, 0, 0, 0], [1, 1, 0, 1], [0, 0, 4, -3], [1, 2, 1, 5], [0, 2, 1, 0], [0, 1, 0, 2], [1, 2, 0, 5]]
47 // [[0, 0, 0, -5], [0, 4, 4, 2], [1, 2, 0, 5], [0, 0, 3, 4], [0, 4, 4, -4], [0, 4, 4, -4], [0, 0, 0, 3], [1, 3, 0, 4], [1, 4, 0, 3], [1, 0, 0, -1], [1, 0, 0, 6], [1, 5, 0, 1], [1, 0, 0, 0], [1, 0, 0, 5], [0, 0, 1, 1], [0, 6, 1, 0], [0, 0, 3, 5], [0, 4, 5, 3], [0, 0, 4, 2], [1, 0, 0, 2], [0, 3, 5, -6], [0, 5, 0, -4], [1, 0, 0, -1], [1, 0, 0, -6]]
47 // [[0, 4, 0, 5], [0, 4, 4, 5], [0, 0, 0, -2], [0, 4, 3, 4], [0, 5, 2, -1], [0, 6, 0, 4], [1, 5, 0, 5], [0, 0, 5, 4], [1, 1, 1, 5], [1, 0, 0, -3], [1, 2, 1, -1], [0, 1, 5, -5], [0, 2, 4, -5], [0, 5, 4, -2], [1, 0, 0, 2], [1, 0, 1, 6], [0, 1, 0, 5], [0, 1, 3, -2], [1, 5, 0, -5], [0, 6, 2, -1], [1, 0, 0, -6], [0, 3, 4, 5], [0, 1, 0, -3], [0, 3, 3, 1]]
47 // [[1, 0, 0, 0], [0, 6, 0, -1], [0, 5, 2, -6], [0, 0, 4, 4], [0, 4, 3, -4], [0, 3, 0, -2], [1, 0, 0, 2], [0, 2, 2, -2], [1, 3, 0, -2], [0, 4, 0, 2], [0, 3, 4, -5], [0, 4, 0, 3], [0, 2, 3, -1], [0, 4, 0, 0], [0, 2, 1, -2], [1, 2, 1, -6], [0, 6, 5, 3], [1, 4, 0, 5], [1, 4, 0, -6], [0, 0, 1, 6], [0, 3, 0, 4], [1, 3, 0, 1], [0, 6, 2, -6], [0, 1, 5, 6]]
47 // [[1, 2, 0, 0], [0, 2, 0, 0], [0, 2, 0, 2], [0, 3, 0, 5], [1, 4, 1, 0], [0, 0, 0, -2], [1, 2, 0, -4], [1, 1, 0, -4], [0, 0, 3, 6], [1, 5, 0, -3], [1, 2, 0, 2], [0, 3, 0, 5], [1, 3, 0, -3], [0, 0, 4, 0], [1, 0, 0, 3], [0, 0, 5, 0], [0, 4, 5, -6], [0, 5, 0, 2], [0, 3, 1, 1], [0, 6, 0, 1], [0, 1, 0, -5], [1, 0, 0, -4], [1, 0, 0, 6], [0, 1, 0, 0]]
47 // [[0, 3, 4, -6], [1, 3, 0, -2], [0, 4, 0, -5], [1, 0, 0, -5], [1, 2, 0, 3], [1, 4, 0, -6], [0, 3, 0, -1], [0, 5, 0, 4], [1, 3, 0, -4], [0, 5, 4, -2], [0, 3, 2, 1], [0, 1, 1, -6], [0, 1, 5, 3], [0, 6, 2, 1], [1, 0, 0, 6], [0, 1, 1, 2], [0, 2, 0, -5], [0, 1, 3, 0], [1, 0, 0, -2], [0, 1, 5, 3], [0, 6, 0, 1], [0, 3, 0, -4], [1, 0, 0, 4], [1, 0, 0, 6]]
47 // [[1, 0, 0, 1], [0, 1, 1, 3], [1, 0, 0, 2], [0, 5, 0, -1], [0, 0, 0, -2], [0, 3, 0, -1], [0, 0, 0, 6], [0, 0, 4, -6], [1, 0, 0, -3], [0, 6, 0, -4], [0, 3, 0, 1], [0, 6, 2, 4], [0, 5, 3, 6], [0, 4, 0, 4], [0, 4, 5, 0], [1, 4, 1, 1], [1, 0, 0, 2], [0, 0, 0, 2], [0, 5, 0, 0], [0, 0, 1, -6], [1, 0, 1, -5], [1, 4, 1, -4], [1, 4, 0, 0], [0, 5, 0, 4]]
47 // [[0, 6, 0, 2], [1, 0, 0, -2], [1, 4, 0, -4], [0, 6, 2, 0], [1, 3, 0, -1], [0, 0, 0, -1], [1, 2, 0, 6], [0, 4, 4, 5], [0, 3, 0, 5], [0, 0, 1, -6], [0, 5, 0, -1], [1, 4, 0, 4], [0, 5, 4, 5], [1, 4, 0, 4], [0, 6, 2, 3], [1, 0, 0, 4], [1, 5, 0, 4], [0, 6, 3, -6], [0, 0, 4, 1], [0, 2, 1, 3], [0, 0, 0, -2], [0, 0, 0, 3], [0, 2, 0, 0], [1, 3, 0, -1]]
47 // [[0, 6, 0, -1], [1, 0, 0, -2], [1, 0, 0, 3], [0, 2, 0, -6], [1, 3, 0, -1], [1, 5, 0, -2], [0, 4, 0, -5], [1, 5, 1, 1], [1, 3, 0, -4], [0, 3, 5, -3], [0, 5, 1, -4], [0, 5, 5, 5], [1, 0, 0, -4], [1, 4, 0, -2], [1, 0, 0, 2], [0, 3, 1, 5], [0, 5, 0, 3], [0, 0, 4, -3], [0, 0, 3, 6], [1, 4, 0, 5], [0, 0, 4, 3], [0, 2, 4, 4], [0, 0, 3, 2], [0, 4, 1, 5]]
47 // [[0, 3, 0, 2], [1, 3, 1, 0], [0, 2, 2, 4], [0, 0, 5, 6], [0, 0, 2, 1], [0, 2, 1, -2], [0, 6, 2, 3], [0, 0, 0, -5], [1, 0, 0, -1], [1, 4, 0, 0], [0, 4, 0, -1], [0, 1, 1, -3], [0, 0, 4, 5], [0, 2, 3, 2], [0, 4, 1, -6], [1, 0, 0, -3], [1, 3, 0, -2], [0, 6, 5, -6], [1, 3, 0, -6], [0, 0, 0, 5], [0, 4, 2, 6], [0, 5, 0, -3], [0, 4, 5, 4], [0, 5, 2, -6]]
47 // [[0, 4, 2, 0], [0, 6, 2, -5], [0, 0, 2, 2], [1, 0, 0, -1], [0, 0, 5, 2], [0, 3, 3, 4], [0, 5, 2, -6], [1, 3, 1, -2], [0, 0, 4, -6], [0, 0, 4, 5], [1, 0, 0, 2], [1, 0, 0, 5], [0, 0, 0, -3], [0, 0, 0, 4], [0, 2, 0, 6], [0, 0, 0, -4], [0, 3, 5, -4], [0, 0, 3, 1], [0, 3, 0, 4], [1, 1, 0, -5], [0, 4, 5, -4], [0, 0, 4, 2], [1, 5, 0, 5], [0, 1, 0, 4]]
46 // [[1, 2, 1, -2], [0, 2, 5, 6], [0, 4, 3, 4], [0, 2, 0, -5], [0, 2, 0, -1], [1, 3, 1, 3], [0, 1, 1, -6], [1, 0, 0, -3], [0, 0, 1, -2], [0, 0, 5, -3], [1, 1, 1, -3], [1, 2, 0, 0], [0, 0, 1, 3], [1, 2, 0, 6], [0, 4, 4, -6], [0, 1, 0, -3], [0, 5, 2, -1], [1, 3, 0, -1], [1, 0, 1, 6], [0, 5, 4, 5], [0, 2, 0, -2], [1, 4, 0, -4], [0, 3, 3, 1], [0, 4, 0, 1]]
46 // [[0, 5, 0, 0], [0, 1, 0, 2], [0, 3, 0, 0], [0, 0, 0, 1], [0, 2, 0, 2], [0, 3, 2, 4], [0, 2, 2, 3], [0, 0, 4, 5], [0, 4, 0, 3], [0, 6, 0, 2], [1, 2, 0, -6], [0, 5, 5, -6], [1, 3, 0, -5], [0, 2, 0, -3], [1, 1, 0, -6], [0, 0, 0, -3], [0, 0, 1, 0], [1, 2, 0, 4], [0, 3, 4, 5], [0, 3, 0, 4], [0, 0, 0, 3], [1, 0, 0, 6], [0, 3, 0, 0], [0, 3, 0, -4]]
46 // [[0, 0, 2, 6], [1, 1, 0, -5], [0, 2, 3, -3], [0, 1, 1, -6], [1, 2, 1, -5], [1, 5, 0, 2], [0, 2, 3, -1], [1, 3, 0, 5], [0, 4, 1, -6], [0, 5, 2, 1], [1, 4, 1, -2], [0, 5, 0, 0], [1, 4, 0, 1], [0, 2, 2, -1], [0, 0, 4, 4], [0, 0, 5, -4], [0, 6, 2, -5], [0, 4, 0, 3], [0, 0, 2, 2], [1, 0, 0, 6], [0, 0, 5, 0], [0, 3, 0, 6], [0, 0, 3, -5], [0, 6, 2, -3]]
46 // [[0, 0, 4, 5], [0, 2, 3, -6], [0, 2, 2, 4], [1, 0, 0, 0], [0, 4, 4, 0], [1, 4, 0, 4], [0, 1, 0, -4], [0, 1, 0, 4], [0, 0, 0, 3], [0, 1, 0, -1], [0, 1, 1, -1], [0, 2, 0, -6], [0, 4, 0, -5], [0, 6, 2, -3], [0, 0, 0, 0], [1, 2, 0, -4], [0, 0, 5, -2], [0, 3, 0, 1], [0, 0, 2, -6], [1, 0, 1, -1], [1, 0, 0, 5], [1, 0, 1, -3], [0, 3, 0, -2], [0, 6, 5, -5]]
46 // [[1, 5, 0, -1], [1, 0, 0, 1], [1, 2, 0, 4], [1, 0, 0, 2], [0, 2, 3, -2], [0, 2, 1, 5], [1, 3, 0, 0], [0, 0, 0, 4], [1, 2, 1, 6], [1, 2, 0, 4], [0, 6, 4, -1], [0, 2, 3, 1], [1, 4, 0, 0], [1, 4, 0, -5], [0, 5, 3, 1], [0, 6, 0, -1], [0, 4, 3, -5], [1, 1, 0, -1], [0, 1, 2, 4], [1, 4, 0, -4], [1, 1, 0, -4], [1, 3, 0, 0], [1, 2, 0, 4], [1, 1, 0, -3]]
46 // [[0, 5, 3, 5], [0, 5, 2, -6], [0, 3, 5, 5], [1, 0, 0, 4], [0, 2, 0, -2], [0, 5, 1, 4], [1, 3, 0, 4], [0, 6, 4, 1], [1, 0, 0, 2], [0, 1, 5, -4], [0, 0, 0, 6], [0, 6, 3, -6], [1, 1, 0, -6], [0, 0, 2, 0], [0, 5, 0, -5], [1, 0, 0, 1], [1, 1, 0, 3], [0, 6, 3, -1], [0, 1, 4, 1], [1, 5, 0, -4], [0, 4, 0, 4], [1, 2, 1, 5], [1, 5, 0, -4], [0, 3, 4, 0]]
46 // [[1, 2, 0, -1], [1, 1, 0, 6], [1, 5, 0, -1], [0, 5, 0, -4], [0, 6, 0, -1], [1, 1, 0, -6], [0, 3, 2, 5], [0, 1, 5, -4], [0, 5, 0, 4], [0, 6, 4, -3], [0, 4, 4, -5], [1, 0, 0, -3], [1, 5, 0, 2], [1, 1, 0, 2], [0, 4, 5, -4], [0, 5, 3, -5], [0, 1, 2, -2], [0, 5, 0, 1], [0, 3, 5, 6], [0, 4, 0, 5], [0, 4, 2, -2], [1, 0, 0, -2], [0, 5, 5, 5], [0, 6, 0, 0]]
46 // [[1, 5, 0, 6], [0, 0, 5, -4], [0, 6, 2, 2], [0, 0, 4, 2], [0, 0, 0, -4], [0, 1, 4, 0], [1, 3, 0, -4], [1, 0, 0, 1], [1, 0, 0, 5], [1, 3, 0, 0], [0, 0, 3, 1], [0, 4, 1, 3], [0, 0, 1, 3], [0, 1, 0, 2], [0, 5, 1, 6], [1, 5, 0, 1], [0, 0, 1, 0], [1, 0, 0, 3], [1, 2, 0, -5], [0, 0, 0, -3], [1, 3, 0, 1], [1, 5, 0, 0], [0, 2, 4, -4], [0, 2, 4, 5]]
46 // [[0, 2, 2, 6], [0, 4, 2, -4], [0, 6, 3, 4], [0, 5, 0, 0], [0, 6, 2, -1], [1, 2, 0, 6], [0, 6, 1, -5], [0, 6, 5, -2], [0, 6, 1, 6], [1, 0, 0, 0], [1, 0, 0, 6], [1, 4, 0, 1], [0, 5, 4, 2], [0, 2, 0, 2], [1, 3, 0, 0], [0, 2, 2, -6], [0, 1, 4, -1], [1, 4, 0, 3], [0, 0, 3, -5], [0, 1, 0, -5], [0, 1, 2, -6], [0, 6, 5, 5], [1, 4, 0, -2], [0, 4, 1, 3]]
46 // [[0, 4, 4, 3], [1, 4, 0, -3], [1, 1, 0, 1], [1, 1, 0, 3], [0, 3, 0, 4], [1, 0, 0, 4], [1, 0, 0, -4], [1, 2, 0, 0], [0, 6, 2, 1], [0, 4, 5, -2], [1, 0, 0, 6], [0, 1, 3, -3], [0, 1, 1, 0], [0, 0, 0, 1], [1, 3, 0, -2], [0, 4, 0, 2], [1, 3, 0, 3], [0, 2, 5, 0], [1, 0, 0, -3], [0, 2, 0, 3], [0, 3, 3, -3], [0, 5, 5, 2], [0, 6, 4, -4], [0, 6, 5, 1]]
46 // [[0, 6, 0, -6], [1, 0, 1, 5], [1, 4, 0, 0], [0, 3, 0, -2], [0, 0, 4, 3], [1, 1, 0, -3], [1, 2, 0, 1], [0, 0, 2, 6], [1, 2, 0, 2], [0, 2, 0, 1], [0, 2, 4, -6], [0, 6, 0, 6], [0, 2, 0, 4], [0, 4, 2, 5], [1, 4, 0, -4], [0, 4, 3, -6], [1, 0, 1, 5], [0, 0, 3, 6], [0, 5, 0, -4], [0, 2, 0, 1], [1, 0, 1, 4], [0, 0, 0, 1], [0, 0, 0, -6], [1, 0, 0, 0]]
46 // [[1, 0, 0, -1], [1, 3, 0, 1], [1, 1, 0, -1], [0, 6, 1, 6], [1, 3, 0, -4], [0, 3, 0, 4], [1, 5, 0, 2], [1, 5, 0, -2], [0, 1, 2, 5], [0, 4, 0, 2], [0, 6, 0, -3], [0, 3, 2, 0], [0, 2, 4, 6], [0, 1, 1, -4], [0, 1, 3, 0], [0, 0, 2, 2], [0, 2, 1, -3], [0, 4, 4, 1], [0, 4, 1, -6], [0, 4, 0, -1], [1, 0, 0, -1], [1, 5, 0, -2], [0, 6, 0, -5], [1, 0, 0, 4]]
46 // [[0, 5, 3, 4], [0, 2, 3, 1], [0, 0, 0, -5], [0, 0, 0, 4], [1, 5, 0, 5], [1, 2, 1, -1], [0, 6, 2, 4], [1, 0, 0, 2], [0, 1, 0, 1], [0, 6, 1, -2], [1, 3, 0, 3], [0, 0, 1, 5], [1, 0, 0, 0], [0, 5, 4, -6], [0, 3, 3, 3], [1, 2, 0, -6], [1, 2, 1, -4], [1, 0, 1, 5], [0, 6, 4, -1], [0, 0, 0, 1], [0, 4, 5, -2], [0, 3, 0, 1], [0, 0, 5, 1], [0, 1, 5, -1]]
46 // [[1, 2, 0, -6], [0, 2, 3, 4], [1, 2, 0, -6], [0, 3, 0, 6], [1, 0, 0, 0], [1, 0, 0, 1], [0, 6, 0, -6], [1, 0, 0, -6], [0, 1, 0, 3], [1, 0, 0, 5], [0, 6, 0, 5], [0, 0, 0, -2], [1, 0, 0, 5], [0, 2, 4, 3], [1, 1, 0, 2], [0, 4, 5, 3], [0, 1, 0, -3], [1, 0, 1, 6], [1, 4, 0, 0], [0, 4, 4, -6], [0, 3, 0, -2], [0, 5, 1, 6], [0, 6, 3, -2], [0, 5, 4, -6]]
46 // [[0, 4, 0, 4], [0, 1, 5, -2], [0, 0, 4, -2], [0, 4, 3, -2], [0, 4, 0, 2], [0, 4, 0, -3], [0, 4, 0, -1], [0, 2, 1, 4], [1, 3, 0, -6], [0, 2, 3, -4], [0, 2, 3, -2], [0, 0, 3, -6], [0, 1, 2, 2], [1, 1, 0, -2], [0, 3, 0, -3], [0, 3, 3, 2], [0, 0, 0, 0], [0, 0, 3, 0], [0, 1, 0, 5], [0, 0, 3, -3], [0, 5, 0, 0], [0, 0, 3, -2], [1, 0, 0, -6], [1, 1, 1, -4]]
46 // [[0, 0, 2, 1], [1, 1, 0, 0], [0, 6, 0, 0], [0, 6, 0, -2], [0, 3, 1, 1], [1, 0, 0, -3], [0, 2, 0, 5], [1, 0, 0, -5], [1, 4, 0, 0], [0, 0, 0, 2], [0, 2, 0, 5], [0, 6, 5, 6], [1, 0, 0, 4], [0, 0, 0, -5], [0, 0, 4, 4], [0, 0, 1, -6], [1, 0, 0, 4], [0, 3, 1, -3], [1, 1, 0, -4], [1, 4, 0, 1], [0, 3, 4, -4], [0, 5, 0, 0], [0, 5, 4, -5], [0, 6, 4, 2]]
46 // [[1, 2, 1, -1], [1, 4, 0, 3], [0, 0, 0, -6], [1, 1, 0, 3], [1, 0, 0, -6], [0, 6, 2, -3], [0, 5, 5, 1], [0, 5, 0, -6], [0, 6, 0, -5], [1, 1, 1, 5], [0, 1, 0, -2], [1, 5, 0, 0], [1, 1, 0, 6], [0, 0, 3, 1], [0, 0, 4, -3], [0, 4, 0, -1], [1, 0, 0, 1], [1, 2, 0, -1], [0, 5, 2, 1], [0, 1, 2, 5], [0, 4, 5, 0], [0, 3, 2, 4], [1, 5, 0, -3], [1, 2, 0, 2]]
46 // [[1, 3, 0, 2], [0, 4, 0, -2], [1, 0, 0, 6], [0, 4, 4, 3], [0, 5, 5, -1], [0, 1, 1, -5], [1, 3, 0, 2], [0, 3, 0, 2], [0, 5, 4, 4], [0, 3, 0, -3], [1, 4, 0, -2], [1, 2, 0, 3], [0, 0, 5, -3], [0, 0, 0, 6], [1, 5, 0, -1], [0, 0, 5, 5], [0, 0, 3, -2], [0, 0, 2, -6], [0, 0, 4, 0], [0, 1, 0, -3], [0, 0, 3, 4], [0, 0, 3, -3], [0, 6, 1, -5], [0, 3, 4, -3]]
46 // [[0, 1, 1, 3], [1, 4, 1, 6], [0, 1, 1, 3], [0, 1, 4, -1], [1, 0, 0, -6], [1, 4, 0, -1], [0, 6, 2, 1], [1, 1, 0, -3], [1, 4, 0, 0], [0, 0, 0, 3], [1, 0, 0, 4], [0, 0, 2, -1], [1, 4, 0, 3], [0, 1, 5, -5], [0, 5, 1, -2], [1, 0, 0, 2], [1, 0, 0, 6], [0, 0, 3, -6], [0, 4, 5, -1], [1, 2, 0, 6], [0, 4, 1, -5], [0, 0, 0, -5], [1, 2, 0, 0], [0, 4, 3, -1]]
46 // [[1, 3, 0, -6], [1, 5, 1, 4], [1, 4, 0, 6], [0, 5, 0, 5], [0, 3, 5, -6], [0, 0, 0, 3], [0, 2, 0, -6], [1, 2, 1, -4], [0, 1, 5, 1], [0, 6, 4, 5], [0, 0, 0, -1], [1, 4, 0, -5], [0, 5, 0, 6], [0, 5, 0, -4], [0, 1, 3, -4], [0, 1, 2, 6], [0, 2, 5, -2], [0, 4, 1, 6], [0, 4, 5, -4], [0, 5, 1, -1], [1, 0, 0, -1], [1, 0, 0, 1], [0, 1, 5, 6], [0, 0, 1, 4]]
46 // [[1, 0, 0, 6], [1, 0, 1, -1], [0, 2, 0, -1], [0, 1, 4, 2], [0, 0, 0, -1], [0, 2, 0, -4], [0, 4, 3, 2], [0, 5, 3, 5], [0, 4, 3, 3], [1, 4, 0, -3], [0, 6, 0, 2], [1, 5, 0, 6], [0, 2, 0, -5], [1, 1, 0, -6], [0, 6, 4, -4], [0, 0, 0, 3], [0, 6, 3, 2], [0, 4, 0, 1], [1, 0, 0, -5], [0, 2, 0, 2], [0, 6, 0, 0], [1, 0, 0, 3], [1, 4, 0, -3], [0, 0, 0, 6]]
46 // [[0, 2, 0, 6], [1, 4, 1, 2], [0, 0, 0, -3], [0, 2, 3, 5], [0, 5, 4, 6], [1, 4, 0, 5], [0, 2, 0, 2], [0, 0, 0, -1], [0, 0, 2, 2], [0, 1, 3, -6], [1, 0, 0, -6], [1, 0, 0, 2], [0, 0, 5, -6], [1, 5, 0, -2], [0, 1, 4, 6], [1, 0, 0, 1], [0, 4, 4, -1], [1, 0, 0, 0], [0, 0, 1, 4], [1, 1, 0, 0], [1, 0, 0, 2], [0, 5, 2, -1], [1, 3, 0, 1], [0, 4, 4, 5]]
46 // [[0, 5, 3, 2], [0, 6, 0, -1], [0, 4, 4, 5], [0, 2, 1, -3], [1, 4, 0, 1], [0, 6, 1, 6], [0, 2, 5, -3], [0, 5, 0, -3], [1, 1, 0, 5], [0, 4, 0, 4], [0, 0, 3, -4], [0, 6, 0, 1], [1, 3, 1, -2], [1, 4, 0, -2], [1, 0, 0, 1], [1, 0, 1, -1], [1, 1, 1, 3], [1, 3, 1, -2], [0, 0, 0, 0], [1, 0, 0, -6], [0, 4, 1, 3], [1, 0, 0, 3], [0, 2, 5, 1], [0, 4, 0, 4]]
46 // [[1, 4, 0, -5], [0, 1, 1, 3], [0, 3, 0, -1], [1, 0, 0, 1], [0, 2, 4, -3], [0, 3, 5, -2], [0, 0, 5, 2], [1, 4, 0, 0], [1, 0, 1, -5], [1, 0, 0, -1], [0, 4, 2, 1], [0, 1, 2, 0], [0, 6, 3, -1], [0, 3, 5, 0], [1, 5, 0, -6], [0, 0, 0, 6], [0, 3, 0, 4], [0, 4, 0, 3], [0, 1, 4, -3], [0, 0, 1, 5], [1, 2, 0, 2], [0, 1, 3, -1], [0, 5, 5, -2], [0, 4, 0, 5]]
46 // [[0, 0, 0, 6], [0, 0, 4, 4], [1, 0, 0, 1], [0, 3, 0, -5], [0, 2, 5, 5], [0, 2, 0, 2], [0, 0, 4, 0], [1, 0, 0, -3], [0, 4, 5, -4], [0, 0, 0, -3], [0, 5, 2, 3], [0, 6, 3, -3], [0, 2, 0, 5], [0, 1, 1, 4], [0, 4, 3, -6], [0, 1, 1, -2], [0, 4, 4, -1], [1, 2, 0, -6], [0, 4, 4, -4], [1, 0, 0, 1], [1, 0, 0, 6], [0, 4, 5, 6], [1, 3, 0, 6], [0, 3, 0, 4]]
45 // [[0, 1, 5, 0], [0, 3, 0, 2], [1, 5, 0, -1], [0, 2, 5, 1], [1, 4, 0, -5], [1, 0, 0, 1], [0, 2, 3, 0], [0, 2, 0, -5], [1, 2, 1, 3], [0, 2, 0, -5], [1, 0, 0, -2], [0, 1, 0, -5], [0, 2, 0, -6], [0, 0, 0, -3], [1, 0, 0, -4], [0, 3, 0, -3], [0, 4, 2, -6], [1, 4, 0, -2], [0, 0, 1, 1], [0, 0, 2, -1], [1, 2, 0, -6], [1, 0, 1, -3], [0, 5, 0, 1], [0, 0, 1, 3]]
45 // [[1, 0, 0, -3], [0, 2, 0, 1], [1, 1, 1, 4], [0, 6, 0, -2], [1, 1, 0, 0], [1, 2, 0, 4], [0, 2, 0, 3], [0, 6, 0, 0], [1, 0, 1, 3], [0, 0, 5, -1], [0, 6, 3, -2], [0, 0, 0, 1], [0, 2, 4, -3], [1, 1, 0, -3], [1, 3, 1, -6], [1, 5, 0, -6], [0, 2, 1, -6], [0, 2, 0, -3], [1, 5, 0, -6], [1, 0, 0, 1], [0, 1, 1, 4], [0, 1, 0, -2], [0, 6, 0, 3], [0, 6, 5, 3]]
45 // [[1, 1, 0, 6], [0, 3, 0, 5], [1, 3, 0, -1], [1, 4, 1, 4], [0, 4, 4, 6], [0, 6, 1, 3], [0, 4, 5, 6], [1, 3, 0, 4], [1, 0, 0, -4], [0, 1, 0, 1], [1, 2, 0, -3], [0, 4, 4, 4], [0, 2, 4, 2], [1, 1, 0, -6], [0, 3, 2, -5], [0, 0, 0, 4], [0, 0, 0, 1], [0, 0, 0, 6], [0, 1, 0, 6], [0, 2, 5, 2], [1, 0, 0, 1], [0, 2, 0, -6], [1, 3, 0, 2], [1, 5, 0, -2]]
45 // [[1, 0, 1, 5], [0, 4, 0, -4], [1, 2, 1, 3], [0, 0, 1, -5], [0, 0, 4, 3], [1, 4, 0, 3], [1, 4, 1, -4], [0, 0, 4, -1], [1, 0, 0, 1], [0, 0, 0, 1], [0, 1, 2, -1], [0, 4, 0, 6], [0, 5, 2, -3], [0, 1, 0, 6], [0, 5, 0, -5], [0, 4, 0, 1], [0, 2, 0, 1], [0, 1, 3, -4], [1, 0, 0, -5], [0, 0, 4, 5], [0, 0, 3, -3], [1, 5, 0, -5], [0, 6, 2, -2], [1, 3, 0, 2]]
45 // [[0, 0, 0, 3], [0, 0, 3, -6], [0, 3, 0, 6], [0, 4, 0, 5], [0, 1, 0, -3], [0, 3, 0, -1], [1, 0, 0, -3], [0, 0, 0, 0], [0, 3, 5, 6], [0, 3, 1, -2], [0, 3, 5, -6], [0, 0, 3, 3], [0, 0, 2, -4], [1, 0, 0, 3], [0, 0, 0, -4], [0, 0, 4, -5], [1, 1, 0, 6], [0, 3, 0, -2], [1, 5, 0, -1], [1, 5, 1, 5], [0, 5, 3, -6], [0, 6, 4, 3], [1, 0, 0, -1], [0, 6, 4, -3]]
45 // [[0, 2, 0, -5], [0, 0, 0, -1], [0, 6, 2, 2], [0, 0, 2, -5], [0, 6, 4, -5], [0, 3, 1, 2], [1, 0, 0, 6], [1, 0, 0, -5], [0, 0, 5, -3], [1, 2, 0, -2], [0, 2, 0, 5], [0, 1, 1, -6], [0, 3, 0, 2], [1, 0, 0, 4], [0, 3, 2, 2], [0, 0, 0, 1], [0, 3, 4, 3], [1, 2, 1, 5], [0, 4, 0, 4], [0, 3, 2, 4], [0, 0, 4, 1], [0, 4, 5, -6], [0, 0, 0, -4], [0, 5, 5, -1]]
45 // [[0, 2, 2, 5], [0, 0, 4, 3], [0, 2, 5, -4], [0, 0, 0, -4], [0, 2, 0, 4], [0, 6, 0, -3], [0, 6, 3, 4], [0, 0, 4, 1], [0, 2, 0, 1], [1, 4, 0, 2], [0, 6, 3, 6], [1, 0, 0, -2], [0, 0, 0, 4], [1, 5, 0, -2], [0, 0, 4, -6], [1, 4, 0, -3], [0, 0, 4, 2], [1, 2, 0, 1], [0, 5, 4, -5], [1, 5, 0, -3], [0, 2, 4, 5], [0, 6, 1, -2], [0, 2, 0, 2], [1, 3, 0, 2]]
45 // [[0, 3, 1, -3], [0, 0, 2, -1], [0, 4, 4, 6], [0, 1, 0, 2], [1, 0, 0, 2], [1, 1, 0, 3], [1, 0, 1, 0], [1, 4, 0, -3], [0, 2, 3, -2], [0, 0, 2, -5], [1, 0, 0, 6], [0, 4, 5, 0], [0, 2, 0, 6], [1, 1, 1, 1], [0, 0, 0, -6], [0, 1, 5, -5], [1, 0, 0, -2], [1, 0, 0, 0], [1, 4, 0, -6], [0, 4, 2, 6], [0, 4, 0, 3], [0, 0, 0, 6], [0, 0, 5, 4], [0, 4, 1, -2]]
45 // [[0, 0, 0, -6], [1, 0, 0, 3], [0, 5, 4, -4], [0, 0, 0, 6], [1, 5, 0, 1], [0, 4, 1, 0], [0, 3, 0, 2], [0, 3, 1, 2], [1, 0, 0, -4], [0, 3, 4, -1], [1, 1, 0, 3], [1, 1, 0, -1], [0, 4, 1, 0], [0, 5, 0, 1], [1, 0, 0, -5], [0, 1, 5, -6], [0, 0, 2, -2], [0, 0, 0, 2], [0, 0, 2, 4], [0, 4, 3, 6], [1, 0, 0, -2], [0, 0, 5, -6], [0, 3, 0, 5], [0, 0, 4, 2]]
45 // [[0, 0, 0, -2], [1, 0, 0, 2], [0, 0, 5, 5], [1, 0, 0, -4], [1, 0, 0, -5], [0, 1, 4, -3], [1, 5, 0, -5], [0, 1, 0, 0], [0, 0, 0, -1], [0, 4, 1, 6], [0, 1, 4, -1], [1, 1, 1, 6], [1, 3, 0, -3], [0, 1, 1, 5], [1, 1, 0, -2], [1, 0, 0, -4], [1, 0, 0, 6], [1, 4, 0, 6], [0, 1, 0, -5], [1, 0, 0, 2], [0, 0, 0, -4], [1, 0, 0, 0], [0, 3, 4, 6], [0, 0, 5, -5]]
